CD_PROGRAMA,UF,CONCEITO
33004072069P5,SP,4
33004080052P0,SP,3
33004080027P6,SP,5
33004080051P4,SP,5
33004099084P5,SP,4
33004013069P2,SP,4
33004099082P2,SP,4
33004099079P1,SP,5
33004099080P0,SP,6
33004099083P9,SP,6
33004099086P8,SP,4
33004102070P6,SP,6
33004102049P7,SP,5
33004102072P9,SP,6
33004102073P5,SP,4
33004102071P2,SP,5
33004102029P6,SP,5
33004102001P4,SP,6
33004102037P9,SP,5
33004102002P0,SP,7
33004110042P8,SP,4
33004110043P4,SP,7
33004110041P1,SP,5
33004110040P5,SP,6
33004110045P7,SP,4
33004129044P6,SP,5
33004137068P8,SP,3
33004129069P9,SP,3
33004129046P9,SP,4
33004129042P3,SP,7
33004129043P0,SP,6
33004129047P5,SP,4
33004137067P1,SP,6
33004137064P2,SP,5
33004137062P0,SP,5
33004137046P4,SP,5
33004137004P0,SP,5
33004137065P9,SP,4
33004137036P9,SP,5
33004137066P5,SP,5
33004137031P7,SP,7
33004137063P6,SP,4
33004145070P8,SP,5
33004145083P2,SP,4
33004145082P6,SP,4
33004153078P4,SP,4
33004153077P8,SP,5
33004153069P5,SP,7
33004153023P5,SP,5
33004153074P9,SP,5
33004153071P0,SP,5
33004153070P3,SP,5
33004153072P6,SP,7
33004153073P2,SP,4
33004153015P2,SP,5
33004153068P9,SP,5
33004161001P7,SP,4
33004170001P6,SP,4
33004170002P2,SP,3
33004188001P8,SP,5
33005010026P1,SP,4
33005010013P7,SP,5
33005010018P9,SP,4
33005010032P1,SP,5
33005010008P3,SP,6
33005010029P0,SP,4
33005010021P0,SP,4
33005010009P0,SP,5
33005010034P4,SP,4
33005010011P4,SP,4
33005010014P3,SP,4
33005010010P8,SP,5
33005010005P4,SP,5
33005010019P5,SP,5
33005010045P6,SP,3
33005010003P1,SP,4
33005010037P3,SP,4
33005010022P6,SP,5
33005010006P0,SP,3
33005010033P8,SP,4
33005010020P3,SP,7
33005010002P5,SP,4
33005010047P9,SP,A
33005010023P2,SP,5
33005010046P2,SP,3
33005010027P8,SP,2
33005010001P9,SP,5
33005010024P9,SP,4
33006016002P8,SP,5
33006016014P6,SP,4
33006016010P0,SP,5
33006016016P9,SP,4
33006016011P7,SP,3
33006016015P2,SP,4
33006016005P7,SP,4
33006016018P1,SP,3
33006016013P0,SP,4
33006016017P5,SP,4
33007012004P7,SP,4
33007012001P8,SP,4
33007012010P7,SP,3
33007012011P3,SP,5
33007012008P2,SP,3
33007012005P3,SP,2
33008019007P2,SP,3
33008019005P0,SP,4
33008019008P9,SP,4
33008019006P6,SP,4
33009015009P1,SP,4
33009015082P0,SP,3
33009015017P4,SP,6
33009015080P8,SP,5
33009015018P0,SP,4
33009015026P3,SP,5
33009015029P2,SP,4
33009015030P0,SP,6
33009015034P6,SP,5
33009015089P5,SP,4
33009015031P7,SP,5
33009015067P1,SP,5
33009015019P7,SP,5
33009015077P7,SP,2
33009015007P9,SP,4
33009015035P2,SP,6
33009015003P3,SP,7
33009015172P0,SP,3
33009015175P9,SP,4
33009015016P8,SP,6
33009015066P5,SP,4
33009015085P0,SP,4
33009015073P1,SP,4
33009015001P0,SP,7
33009015013P9,SP,4
33009015179P4,SP,3
33009015024P0,SP,7
33009015092P6,SP,3
33009015090P3,SP,3
33009015086P6,SP,4
33009015069P4,SP,6
33009015071P9,SP,5
33009015178P8,SP,4
33009015093P2,SP,4
33009015014P5,SP,5
33009015174P2,SP,3
33009015032P3,SP,7
33009015079P0,SP,4
33009015170P7,SP,4
33009015041P2,SP,6
33009015033P0,SP,7
33009015173P6,SP,3
33009015094P9,SP,4
33009015171P3,SP,3
33009015021P1,SP,4
33009015012P2,SP,3
33009015177P1,SP,4
33009015038P1,SP,6
33009015020P5,SP,5
33009015068P8,SP,4
33009015075P4,SP,4
33009015072P5,SP,5
33009015076P0,SP,4
33009015045P8,SP,5
33009015087P2,SP,4
33009015083P7,SP,4
33009015091P0,SP,3
33009015006P2,SP,4
33009015176P5,SP,3
33009015002P7,SP,6
33009015015P1,SP,5
33009015078P3,SP,4
33009015011P6,SP,5
33009015070P2,SP,5
33010013002P1,SP,5
33010013009P6,SP,4
33010013010P4,SP,4
33010013003P8,SP,6
33010013011P0,SP,6
33010013008P0,SP,6
33010013005P0,SP,7
33011010008P0,SP,6
33011010009P6,SP,5
33011010013P3,SP,4
33011010015P6,SP,A
33011010001P5,SP,4
33011010014P0,SP,3
33011010012P7,SP,4
33011010005P0,SP,4
33014019002P7,SP,7
33014019003P3,SP,6
33014019005P6,SP,5
33014019007P9,SP,5
33014019006P2,SP,4
33014019004P0,SP,5
33014019001P0,SP,7
33015015001P7,SP,7
33017018007P8,SP,3
33017018001P0,SP,5
33017018002P6,SP,4
33017018004P9,SP,4
33018014002P2,SP,4
33019010014P7,SP,4
33019010013P0,SP,4
33019010003P5,SP,3
33019010010P1,SP,4
33019010012P4,SP,5
33020019001P7,SP,4
33020019005P2,SP,4
33020019004P6,SP,4
33020019006P9,SP,3
33021015007P1,SP,3
33021015010P2,SP,4
33021015008P8,SP,4
33021015013P1,SP,4
33021015006P5,SP,3
33021015001P3,SP,4
33021015009P4,SP,3
33021015012P5,SP,4
33021015011P9,SP,4
33024014015P3,SP,7
33024014031P9,SP,4
33024014028P8,SP,4
33024014020P7,SP,6
33024014029P4,SP,4
33024014032P5,SP,A
33024014024P2,SP,5
33024014016P0,SP,5
33024014019P9,SP,5
33024014030P2,SP,4
33024014009P3,SP,7
33024014018P2,SP,6
33024014017P6,SP,4
33026017001P5,SP,3
33027013002P8,SP,4
33027013005P7,SP,3
33027013004P0,SP,5
33027013003P4,SP,3
33028010005P7,SP,3
33029016002P0,SP,4
33029016001P4,SP,4
33031010002P1,SP,4
33031010001P5,SP,5
33031010003P8,SP,3
33032017005P7,SP,5
33032017010P0,SP,3
33032017009P2,SP,4
33032017004P0,SP,5
33032017011P7,SP,4
33032017006P3,SP,3
33034010008P2,SP,A
33034010006P0,SP,5
33034010009P9,SP,A
33038015007P8,SP,4
33045011002P9,SP,3
33045011001P2,SP,5
33050015007P0,SP,5
33050015004P1,SP,5
33050015005P8,SP,7
33051011007P7,SP,4
33051011002P5,SP,4
33051011010P8,SP,4
33051011003P1,SP,4
33052018007P3,SP,4
33052018003P8,SP,5
33052018005P0,SP,5
33052018006P7,SP,4
33054010004P7,SP,4
33054010003P0,SP,4
33054010002P4,SP,5
33054010007P6,SP,4
33054010005P3,SP,4
33056013013P9,SP,4
33056013014P5,SP,4
33056013015P1,SP,4
33056013012P2,SP,4
33057010006P2,SP,3
33057010002P7,SP,4
33057010004P0,SP,3
33057010005P6,SP,3
33057010007P9,SP,A
33063010004P6,SP,4
33063010003P0,SP,4
33063010002P3,SP,5
33063010007P5,SP,A
33063010005P2,SP,5
33063010006P9,SP,5
33065012003P9,SP,4
33065012002P2,SP,4
33065012001P6,SP,4
33065012004P5,SP,5
33068011007P3,SP,3
33068011005P0,SP,4
33068011006P7,SP,4
33072019002P5,SP,5
33072019003P1,SP,5
33072019004P8,SP,5
33072019005P4,SP,4
33073015002P1,SP,A
33073015001P5,SP,6
33076014008P9,SP,A
33076014006P6,SP,4
33076014004P3,SP,3
33076014001P4,SP,4
33076014005P0,SP,4
33078017011P2,SP,4
33078017001P7,SP,4
33078017009P8,SP,5
33078017002P3,SP,4
33079013002P0,SP,3
33079013001P3,SP,3
33081018001P4,SP,4
33082014006P2,SP,3
33082014004P0,SP,4
33082014001P0,SP,5
33082014002P7,SP,3
33082014005P6,SP,4
33082014003P3,SP,4
33083010005P2,SP,3
33083010001P7,SP,3
33083010004P6,SP,3
33083010003P0,SP,2
33084017002P0,SP,4
33084017003P6,SP,3
33087016004P1,SP,3
33087016005P8,SP,A
33087016001P2,SP,4
33087016002P9,SP,3
33087016003P5,SP,3
33092010002P2,SP,4
33092010011P1,SP,4
33092010010P5,SP,4
33092010017P0,SP,4
33092010004P5,SP,6
33092010014P0,SP,3
33092010013P4,SP,6
33092010001P6,SP,6
33092010012P8,SP,4
33092010008P0,SP,5
33092010016P3,SP,5
33092010007P4,SP,4
33093016006P0,SP,4
33093016005P4,SP,4
33093016003P1,SP,4
33093016004P8,SP,5
33096015001P8,SP,4
33096015003P0,SP,4
33099014002P3,SP,3
33103011002P6,SP,3
33103011003P2,SP,3
33103011004P9,SP,4
33104018005P1,SP,3
33105014001P2,SP,5
33106010001P9,SP,4
33106010004P8,SP,3
33106010002P5,SP,5
33106010003P1,SP,4
33106010005P4,SP,4
33107017008P0,SP,3
33107017002P1,SP,3
33107017009P6,SP,3
33107017003P8,SP,4
33110018001P2,SP,5
33110018004P1,SP,4
33110018003P5,SP,4
33110018005P8,SP,3
33111014001P9,SP,3
33112010001P5,SP,4
33113017001P1,SP,4
33114013001P8,SP,4
33114013002P4,SP,4
33115010001P8,SP,3
33115028001P0,SP,4
33117012003P0,SP,3
33117012001P7,SP,6
33117012002P3,SP,4
33117012004P6,SP,4
33119015003P2,SP,3
33119015002P6,SP,5
33119015001P0,SP,4
33120013001P4,SP,5
33125015001P6,SP,4
33125015002P2,SP,4
33126011003P5,SP,4
33126011002P9,SP,4
33128014001P5,SP,4
33129010003P4,SP,4
33129010001P1,SP,5
33129010002P8,SP,5
33129010004P0,SP,3
33131015001P2,SP,3
33132011001P9,SP,4
33136017001P4,SP,5
33138010001P0,SP,4
33139016003P6,SP,4
33139016002P0,SP,5
33139016001P3,SP,5
33140014001P8,SP,4
33141010001P4,SP,4
33142017001P0,SP,3
33142017003P3,SP,3
33144010016P4,SP,4
33144010173P2,SP,3
33144010018P7,SP,4
33144010010P6,SP,5
33144010008P1,SP,4
33144010174P9,SP,3
33144010002P3,SP,4
33144010013P5,SP,5
33144010019P3,SP,4
33144010172P6,SP,4
33144010003P0,SP,6
33144010023P0,SP,3
33144010022P4,SP,3
33144010009P8,SP,4
33144010015P8,SP,4
33144010001P7,SP,5
33144010017P0,SP,4
33144010014P1,SP,4
33144010006P9,SP,6
33144010005P2,SP,4
33144010004P6,SP,4
33144010007P5,SP,5
33144010012P9,SP,5
33144010020P1,SP,4
33144010011P2,SP,3
33144010171P0,SP,4
33145016001P0,SP,5
33145016002P6,SP,4
33146012002P2,SP,4
33147019001P2,SP,5
33148015001P9,SP,4
33149011002P1,SP,3
33149011001P5,SP,4
33150010001P3,SP,5
33158010002P7,SP,3
33158010001P0,SP,6
33160015002P8,SP,5
33245010001P7,SP,4
33248010001P0,SP,4
33254010001P6,SP,3
33278016001P1,SP,4
33280010001P2,RN,3
33281017001P9,SP,1
33283010001P5,SP,5
33287015001P7,SP,5
33299013001P1,SP,4
33300003001P0,RJ,4
33301000001P0,RJ,4
33302006001P2,RJ,4
33303002001P9,RJ,4
33305005001P1,RJ,4
33305005002P8,RJ,A
33309000002P3,RJ,3
33309000001P7,RJ,3
33313008001P0,RJ,A
33324000001P2,RJ,3
33335001001P7,RJ,4
33339007001P2,RJ,3
35009004001P0,SP,4
35016000001P3,SP,3
35019000001P6,SP,3
35133007001P5,SP,3
35183004001P4,SP,A
40001016027P9,PR,4
40001016171P2,PR,3
40001016074P7,PR,4
40001016007P8,PR,5
40001016044P0,PR,5
40001016023P3,PR,6
40001016014P4,PR,5
40001016172P9,PR,3
40001016058P1,PR,4
40001016048P6,PR,6
40001016072P4,PR,4
40001016017P3,PR,6
40001016021P0,PR,4
40001016051P7,PR,4
40001016071P8,PR,5
40001016083P6,PR,3
40001016025P6,PR,6
40001016078P2,PR,3
40001016042P8,PR,5
40001016012P1,PR,5
40001016032P2,PR,5
40001016030P0,PR,4
40001016035P1,PR,6
40001016174P1,PR,A
40001016079P9,PR,3
40001016054P6,PR,5
40001016043P4,PR,4
40001016005P5,PR,5
40001016050P0,PR,5
40001016068P7,PR,4
40001016075P3,PR,4
40001016081P3,PR,4
40001016015P0,PR,5
40001016067P0,PR,5
40001016053P0,PR,5
40001016103P7,PR,3
40001016045P7,PR,5
40001016061P2,PR,6
40001016038P0,PR,5
40001016031P6,PR,6
40001016056P9,PR,4
40001016170P6,PR,4
40001016047P0,PR,6
40001016073P0,PR,4
40001016029P1,PR,4
40001016039P7,PR,5
40001016066P4,PR,4
40001016016P7,PR,7
40001016040P5,PR,5
40001016020P4,PR,6
40001016002P6,PR,5
40001016080P7,PR,4
40001016034P5,PR,6
40001016008P4,PR,5
40001016026P2,PR,7
40001016003P2,PR,7
40001016028P5,PR,4
40001016001P0,PR,7
40001016076P0,PR,4
40001016077P6,PR,4
40001016070P1,PR,3
40001016006P1,PR,5
40001016024P0,PR,5
40001016173P5,PR,4
40001016041P1,PR,5
40001016065P8,PR,4
40001016084P2,PR,3
40001016104P3,PR,3
40001016004P9,PR,5
40001016033P9,PR,5
40001016009P0,PR,6
40001016082P0,PR,4
40001016057P5,PR,3
40001016013P8,PR,3
40001016018P0,PR,4
40001016049P2,PR,5
40001016036P8,PR,7
40001016019P6,PR,6
40001016055P2,PR,4
40002012016P3,PR,5
40002012014P0,PR,4
40002012008P0,PR,4
40002012009P7,PR,7
40002012025P2,PR,7
40002012034P1,PR,3
40002012018P6,PR,5
40002012002P2,PR,4
40002012019P2,PR,4
40002012033P5,PR,4
40002012040P1,PR,3
40002012048P2,PR,4
40002012037P0,PR,3
40002012050P7,PR,4
40002012030P6,PR,3
40002012024P6,PR,4
40002012032P9,PR,4
40002012042P4,PR,5
40002012015P7,PR,5
40002012173P1,PR,4
40002012012P8,PR,4
40002012171P9,PR,4
40002012005P1,PR,5
40002012023P0,PR,6
40002012175P4,PR,4
40002012170P2,PR,4
40002012026P9,PR,7
40002012027P5,PR,4
40002012046P0,PR,5
40002012045P3,PR,4
40002012039P3,PR,4
40002012013P4,PR,6
40002012022P3,PR,5
40002012028P1,PR,5
40002012049P9,PR,4
40002012020P0,PR,4
40002012017P0,PR,4
40002012021P7,PR,4
40002012172P5,PR,3
40002012047P6,PR,4
40002012003P9,PR,4
40003019013P0,PR,5
40003019009P3,PR,4
40003019019P9,PR,4
40003019008P7,PR,6
40003019010P1,PR,5
40003019016P0,PR,4
40003019017P6,PR,5
40003019018P2,PR,4
40003019014P7,PR,6
40003019005P8,PR,6
40003019006P4,PR,6
40003019011P8,PR,4
40003019020P7,PR,4
40003019007P0,PR,5
40003019015P3,PR,6
40003019004P1,PR,5
40004015022P6,PR,5
40004015042P7,PR,4
40004015070P0,PR,4
40004015004P8,PR,5
40004015001P9,PR,5
40004015036P7,PR,4
40004015012P0,PR,5
40004015044P0,PR,3
40004015076P9,PR,3
40004015013P7,PR,5
40004015073P0,PR,3
40004015035P0,PR,4
40004015077P5,PR,3
40004015002P5,PR,6
40004015040P4,PR,4
40004015027P8,PR,3
40004015074P6,PR,4
40004015075P2,PR,3
40002012029P8,PR,5
40004015078P1,PR,4
40004015021P0,PR,5
40004015026P1,PR,4
40004015023P2,PR,5
40004015039P6,PR,3
40004015008P3,PR,6
40004015011P4,PR,6
40004015024P9,PR,5
40004015019P5,PR,4
40004015025P5,PR,5
40004015034P4,PR,4
40004015038P0,PR,3
40004015033P8,PR,4
40004015006P0,PR,6
40004015014P3,PR,6
40004015043P3,PR,4
40004015020P3,PR,5
40004015028P4,PR,4
40004015029P0,PR,4
40004015031P5,PR,4
40004015018P9,PR,5
40004015041P0,PR,4
40004015005P4,PR,7
40004015071P7,PR,4
40004015072P3,PR,3
40004015007P7,PR,4
40004015003P1,PR,6
40004015037P3,PR,5
40005011004P4,PR,5
40005011170P1,PR,4
40005011171P8,PR,3
40005011042P3,PR,4
40005011003P8,PR,4
40005011010P4,PR,5
40005011173P0,PR,A
40005011017P9,PR,3
40005011172P4,PR,4
40005011005P0,PR,5
40005011014P0,PR,4
40005011012P7,PR,4
40005011006P7,PR,5
40005011013P3,PR,3
40005011018P5,PR,3
40005011008P0,PR,5
40005011007P3,PR,4
40005011002P1,PR,4
40005011015P6,PR,4
40005011009P6,PR,4
40006018033P0,PR,3
40006018174P3,PR,3
40006018013P0,PR,4
40006018020P6,PR,3
40006018181P0,PR,4
40006018028P7,PR,5
40006018038P2,PR,4
40006018034P7,PR,4
40006018006P3,PR,4
40006018036P0,PR,4
40006018037P6,PR,4
40006018177P2,PR,3
40006018032P4,PR,3
40006018043P6,PR,3
40006018019P8,PR,4
40006018179P5,PR,3
40006018176P6,PR,4
40006018017P5,PR,4
40006018023P5,PR,4
40006018027P0,PR,4
40006018030P1,PR,3
40006018002P8,PR,5
40006018004P0,PR,5
40006018026P4,PR,4
40006018178P9,PR,3
40006018003P4,PR,4
40006018018P1,PR,4
40006018015P2,PR,4
40006018009P2,PR,3
40006018024P1,PR,3
40006018012P3,PR,4
40006018025P8,PR,4
40006018011P7,PR,3
40006018180P3,PR,3
40006018005P7,PR,4
40006018035P3,PR,4
40006018031P8,PR,3
40006018172P0,PR,3
40006018016P9,PR,4
40006018001P1,PR,6
40006018010P0,PR,5
40006018170P8,PR,3
40006018175P0,PR,4
40006018041P3,PR,4
40006018171P4,PR,3
40006018008P6,PR,5
40006018173P7,PR,3
40006018182P6,PR,A
40006018044P2,PR,3
40006018022P9,PR,4
40001016175P8,PR,4
40009017001P0,PR,4
40005011011P0,PR,4
40014010002P7,PR,4
40014010005P6,PR,4
40014010007P9,PR,5
40014010008P5,PR,3
40014010043P5,PR,3
40014010006P2,PR,4
40014010042P9,PR,4
40014010010P0,PR,4
40002012041P8,PR,4
40014010012P2,PR,4
40014010003P3,PR,4
40014010009P1,PR,4
40014010011P6,PR,4
40014010004P0,PR,4
40015017026P0,PR,3
40015017009P8,PR,4
40015017007P5,PR,5
40015017020P1,PR,4
40015017172P6,PR,5
40015017173P2,PR,3
40015017027P6,PR,4
40015017011P2,PR,4
40015017171P0,PR,4
40015017006P9,PR,5
40015017070P9,PR,4
40015017019P3,PR,5
40015017015P8,PR,4
40015017071P5,PR,3
40015017013P5,PR,5
40015017016P4,PR,3
40015017072P1,PR,4
40015017003P0,PR,5
40015017029P9,PR,3
40015017004P6,PR,6
40015017018P7,PR,4
40015017010P6,PR,5
40015017170P3,PR,4
40015017025P3,PR,4
40015017008P1,PR,5
40015017021P8,PR,3
40015017002P3,PR,5
40015017005P2,PR,5
40015017028P2,PR,4
40015017014P1,PR,5
40015017022P4,PR,5
40015017023P0,PR,3
40015017001P7,PR,5
40020010003P0,PR,4
40020010002P3,PR,4
40020010001P7,PR,5
40020010004P6,PR,4
40022013003P2,PR,4
40022013009P0,PR,3
40022013007P8,PR,4
40022013001P0,PR,4
40022013005P5,PR,5
40022013004P9,PR,5
40024016005P8,PR,4
40024016003P5,PR,4
40024016004P1,PR,4
40028011001P8,PR,4
40028011004P7,PR,4
40028011002P4,PR,4
40028011003P0,PR,5
40029018001P4,PR,5
40030016004P8,PR,4
40030016002P5,PR,5
40030016001P9,PR,4
40030016003P1,PR,4
40031012001P5,PR,4
40031012070P7,PR,4
40031012072P0,PR,3
40031012071P3,PR,3
40031012002P1,PR,3
40033015001P8,PR,4
40034011075P8,PR,3
40035018001P0,PR,4
40036014001P7,PR,5
40037010001P3,PR,4
40037010002P0,PR,4
40038017001P0,PR,3
40041018001P7,PR,4
40043010002P6,PR,4
40043010010P9,PR,3
40043010004P9,PR,3
40043010012P1,PR,4
40043010008P4,PR,3
40043010007P8,PR,4
40043010005P5,PR,4
40043010011P5,PR,3
40043010006P1,PR,4
40043010009P0,PR,3
40043010003P2,PR,3
40043010001P0,PR,4
40051013001P9,PR,4
40051013002P5,PR,3
40066010001P2,PR,A
40070018001P6,PR,3
40076016006P6,PR,3
40076016001P4,PR,4
40076016005P0,PR,3
40076016004P3,PR,3
40076016002P0,PR,4
40076016003P7,PR,3
40076016007P2,PR,3
40076059001P6,PR,A
40077012001P0,PR,3
40079015001P3,PR,3
41001010052P0,SC,5
41001010011P1,SC,6
41001010050P7,SC,6
41001010018P6,SC,5
41001010027P5,SC,6
41001010023P0,SC,6
41001010087P8,SC,4
41001010029P8,SC,7
41001010041P8,SC,6
41001010024P6,SC,6
41001010049P9,SC,4
41001010004P5,SC,5
41001010009P7,SC,6
41001010017P0,SC,6
41001010010P5,SC,4
41001010069P0,SC,6
41001010088P4,SC,3
41001010074P3,SC,4
41001010156P0,SC,4
41001010084P9,SC,3
41001010043P0,SC,5
41001010076P6,SC,5
41001010012P8,SC,5
41001010022P3,SC,7
41001010055P9,SC,7
41001010086P1,SC,2
41001010165P9,SC,A
41001010048P2,SC,5
41001010032P9,SC,5
41001010016P3,SC,5
41001010162P0,SC,3
41001010005P1,SC,7
41001010040P1,SC,6
41001010015P7,SC,5
41001010053P6,SC,6
41001010033P5,SC,6
41001010054P2,SC,5
41001010080P3,SC,1
41001010157P6,SC,3
41001010089P0,SC,4
41001010161P3,SC,4
41001010083P2,SC,4
41001010047P6,SC,5
41001010090P9,SC,3
41001010051P3,SC,6
41001010158P2,SC,4
41001010025P2,SC,5
41001010079P5,SC,5
41001010008P0,SC,5
41001010078P9,SC,3
41001010070P8,SC,4
41001010159P9,SC,4
41001010031P2,SC,7
41001010163P6,SC,3
41001010065P4,SC,6
41001010064P8,SC,6
41001010160P7,SC,3
41001010020P0,SC,5
41001010073P7,SC,4
41001010044P7,SC,5
41001010036P4,SC,5
41001010001P6,SC,5
41001010046P0,SC,7
41001010164P2,SC,3
42001013102P6,SC,4
41001010038P7,SC,5
41001010035P8,SC,5
41001010019P2,SC,6
41001010071P4,SC,5
41001010014P0,SC,6
41001010006P8,SC,6
41001010085P5,SC,3
41001010028P1,SC,7
41001010037P0,SC,5
41001010021P7,SC,6
41001010039P3,SC,7
41001010013P4,SC,5
41001028002P4,SC,3
41001028001P8,SC,3
41001052001P4,SC,A
41002016001P9,SC,4
41002016164P5,SC,3
41002016016P6,SC,4
41002016013P7,SC,5
41002016023P2,SC,4
41002016010P8,SC,4
41002016162P2,SC,4
41002016019P5,SC,4
41002016020P3,SC,4
41002016161P6,SC,4
41002016004P8,SC,5
41002016166P8,SC,4
41002016009P0,SC,5
