CD_PROGRAMA,UF,CONCEITO
41002016005P4,SC,5
41002016003P1,SC,5
41002016018P9,SC,4
41002016008P3,SC,5
41002016022P6,SC,4
41002016157P9,SC,4
41002016156P2,SC,4
41002016014P3,SC,5
41002016015P0,SC,5
41002016007P7,SC,5
41002016012P0,SC,4
41002016011P4,SC,4
41002016021P0,SC,4
41002016165P1,SC,4
41002016025P5,SC,4
41002016158P5,SC,4
41002016024P9,SC,4
41004019004P0,SC,4
41004019002P8,SC,3
41004019005P7,SC,5
41004019003P4,SC,4
41004019001P1,SC,5
41005015013P6,SC,3
41005015011P3,SC,4
41005015002P4,SC,5
41005015012P0,SC,3
41005015008P2,SC,5
41005015007P6,SC,4
41005015003P0,SC,5
41005015004P7,SC,5
41005015006P0,SC,4
41005015010P7,SC,4
41005015005P3,SC,5
41005015001P8,SC,6
41006011002P0,SC,4
41006011009P5,SC,3
41006011010P3,SC,4
41006011015P5,SC,3
41006011014P9,SC,3
41006011003P7,SC,5
41006011011P0,SC,4
41006011012P6,SC,3
41006011004P3,SC,5
41006011007P2,SC,5
41006011005P0,SC,4
41006011013P2,SC,3
41006011006P6,SC,5
41007018007P9,SC,4
41007018005P6,SC,4
41007018001P0,SC,4
41007018003P3,SC,4
41007018006P2,SC,4
41007018002P7,SC,5
41008014002P3,SC,4
41008014005P2,SC,4
41008014003P0,SC,4
41008014004P6,SC,5
41008014001P7,SC,5
41009010001P3,SC,4
41009010002P0,SC,3
41009010003P6,SC,3
41011015003P7,SC,4
41011015002P0,SC,3
41011015075P8,SC,3
41012011003P3,SC,3
41012011001P0,SC,5
41012011002P7,SC,3
41015010002P6,SC,4
41015010004P9,SC,4
41015010006P1,SC,4
41015010001P0,SC,5
41015010008P4,SC,4
41015010007P8,SC,3
41015010003P2,SC,7
41016017006P8,SC,4
41016017001P6,SC,5
41016017004P5,SC,4
41016017005P1,SC,5
41016017003P9,SC,4
41016017007P4,SC,4
41019016002P1,SC,4
41019016001P5,SC,4
41019016003P8,SC,A
41020014004P9,RS,4
41020014011P5,PR,4
41020014005P5,RS,4
41020014007P8,RS,4
41020014002P6,SC,3
41020014010P9,PR,3
41020014008P4,SC,4
41020014006P1,RS,4
41020014013P8,SC,3
41020014015P0,SC,3
41020014014P4,SC,3
41020014009P0,RS,3
41020014001P0,SC,4
41020014012P1,RS,3
41020014003P2,PR,4
41024010002P5,SC,3
41025016002P8,SC,A
41025016001P1,SC,3
41050002001P0,PR,A
41079000001P0,PR,3
42001013017P9,RS,6
42001013006P7,RS,7
42001013050P6,RS,5
42001013053P5,RS,6
42001013174P7,RS,5
42001013157P5,RS,4
42001013093P7,RS,5
42001013158P1,RS,4
42001013106P1,RS,4
42001013074P2,RS,6
42001013007P3,RS,5
42001013049P8,RS,6
42001013037P0,RS,6
42001013085P4,RS,4
42001013023P9,RS,7
42001013020P0,RS,5
42001013008P0,RS,6
42001013078P8,RS,5
42001013040P0,RS,7
42001013052P9,RS,4
42001013079P4,RS,5
42001013054P1,RS,4
42001013175P3,RS,3
42001013063P0,RS,4
42001013089P0,RS,4
42001013048P1,RS,5
42001013170P1,RS,4
42001013055P8,RS,6
42001013091P4,RS,6
42001013060P1,RS,6
42001013059P3,RS,7
42001013043P0,RS,7
42001013018P5,RS,4
42001013172P4,RS,3
42001013015P6,RS,6
42001013096P6,RS,6
42001013103P2,RS,4
42001013056P4,RS,6
42001013014P0,RS,6
42001013066P0,RS,7
42001013176P0,RS,A
42001013003P8,RS,5
42001013009P6,RS,5
42001013032P8,RS,6
42001013068P2,RS,7
42001013036P3,RS,6
42001013016P2,RS,7
42001013042P3,RS,6
42001013173P0,RS,4
42001013011P0,RS,5
42001013101P0,RS,4
42001013064P7,RS,5
42001013057P0,RS,5
42001013013P3,RS,6
42001013031P1,RS,7
42001013177P6,RS,3
42001013033P4,RS,5
42001013156P9,RS,5
42001013070P7,RS,5
42001013047P5,RS,7
42001013005P0,RS,7
42001013051P2,RS,6
42001013071P3,RS,6
42001013107P8,RS,4
42001013099P5,RS,3
42001013062P4,RS,5
42001013044P6,RS,7
42001013083P1,RS,2
42001013065P3,RS,6
42001013105P5,RS,5
42001013034P0,RS,7
42001013067P6,RS,5
42001013075P9,RS,7
42001013171P8,RS,4
42001013002P1,RS,7
42001013035P7,RS,5
42001013026P8,RS,5
42001013010P4,RS,7
42001013004P4,RS,7
42001013098P9,RS,4
42001013025P1,RS,6
42001013012P7,RS,7
42001013058P7,RS,6
42001013046P9,RS,6
42001013073P6,RS,7
42001013039P2,RS,6
42001013104P9,RS,4
42001013030P5,RS,7
42001013001P5,RS,6
42001021001P0,RS,3
42002010163P5,RS,3
42002010169P3,RS,A
42002010053P5,RS,4
42002010051P2,RS,5
42002010009P6,RS,5
42002010015P6,RS,5
42002010027P4,RS,7
42002010007P3,RS,6
42002010058P7,RS,4
42002010004P4,RS,4
42002010020P0,RS,4
42002010165P8,RS,3
42002010014P0,RS,5
42002010001P5,RS,5
42002010029P7,RS,5
42002010008P0,RS,5
42002010048P1,RS,4
42002010164P1,RS,3
42002010055P8,RS,5
42002010030P5,RS,4
42002010041P7,RS,4
42002010017P9,RS,5
42002010034P0,RS,3
42002010037P0,RS,5
42002010050P6,RS,4
42002010003P8,RS,7
42002010158P1,RS,5
42002010049P8,RS,3
42002010059P3,RS,4
42002010025P1,RS,5
42002010011P0,RS,7
42002010026P8,RS,6
42002010002P1,RS,5
42002010040P0,RS,5
42002010012P7,RS,7
42002010033P4,RS,3
42002010035P7,RS,5
42002010036P3,RS,3
42002010038P6,RS,5
42002010160P6,RS,4
42002010046P9,RS,5
42002010159P8,RS,4
42002010166P4,RS,3
42002010167P0,RS,3
42002010019P1,RS,4
42002010054P1,RS,4
42002010056P4,RS,5
42002010023P9,RS,6
42002010161P2,RS,4
42002010047P5,RS,4
42002010013P3,RS,5
42002010032P8,RS,5
42002010031P1,RS,5
42002010052P9,RS,5
42002010010P4,RS,4
42002010042P3,RS,5
42002010168P7,RS,A
42002010057P0,RS,4
42003016036P6,RS,4
42003016047P8,RS,4
42003016043P2,RS,4
42003016038P9,RS,5
42003016010P7,RS,4
42003016039P5,RS,5
42003016041P0,RS,5
42003016054P4,RS,4
42003016030P8,RS,5
42003016014P2,RS,5
42003016027P7,RS,5
42003016016P5,RS,4
42003016008P2,RS,6
42003016053P8,RS,4
42003016044P9,RS,4
42003016035P0,RS,4
42003016032P0,RS,5
42003016009P9,RS,6
42003016048P4,RS,4
42003016007P6,RS,4
42003016042P6,RS,4
42003016052P1,RS,4
42003016018P8,RS,6
42003016019P4,RS,3
42003016011P3,RS,7
42003016040P3,RS,5
42003016022P5,RS,5
42003016025P4,RS,5
42003016020P2,RS,7
42003016028P3,RS,5
42003016026P0,RS,5
42003016051P5,RS,4
42003016031P4,RS,4
42003016023P1,RS,4
42003016001P8,RS,6
42003016037P2,RS,5
42003016024P8,RS,5
42003016045P5,RS,5
42003016057P3,RS,3
42003016056P7,RS,4
42003016017P1,RS,4
42003016055P0,RS,4
42003016034P3,RS,4
42003016033P7,RS,4
42004012004P3,RS,4
42004012023P8,RS,4
42004012016P1,RS,5
42004012025P0,RS,3
42004012007P2,RS,7
42004012159P7,RS,3
42004012019P0,RS,3
42004012012P6,RS,5
42004012002P0,RS,4
42004012161P1,RS,4
42004012162P8,RS,A
42004012011P0,RS,6
42004012027P3,RS,4
42004012010P3,RS,4
42004012024P4,RS,3
42004012157P4,RS,3
42004012156P8,RS,4
42004012005P0,RS,7
42004012028P0,RS,3
42004012021P5,RS,4
42004012013P2,RS,5
42004012158P0,RS,4
42004012014P9,RS,4
42004012008P9,RS,5
42004012022P1,RS,4
42004012026P7,RS,3
42004012001P4,RS,6
42004012160P5,RS,3
42004012015P5,RS,4
42004012009P5,RS,5
42005019002P7,RS,6
42005019012P2,RS,4
42005019005P6,RS,5
42005019001P0,RS,6
42005019025P7,RS,6
42005019021P1,RS,7
42005019031P7,RS,5
42005019026P3,RS,6
42005019013P9,RS,6
42005019027P0,RS,5
42005019020P5,RS,7
42005019023P4,RS,5
42005019006P2,RS,7
42005019029P2,RS,6
42005019004P0,RS,7
42005019014P5,RS,6
42005019009P1,RS,7
42005019030P0,RS,6
42005019016P8,RS,7
42005019008P5,RS,7
42005019022P8,RS,5
42005019017P4,RS,6
42006015005P2,RS,5
42006015004P6,RS,5
42006015009P8,RS,3
42006015008P1,RS,4
42007011025P0,RS,4
42007011032P6,RS,4
42007011001P3,RS,5
42007011012P5,RS,5
42007011002P0,RS,5
42007011003P6,RS,6
42007011011P9,RS,5
42007011013P1,RS,6
42007011005P9,RS,6
42007011026P6,RS,3
42007011006P5,RS,5
42007011018P3,RS,5
42007011009P4,RS,4
42007011021P4,RS,5
42007011014P8,RS,4
42007011004P2,RS,7
42007011033P2,RS,3
42007011024P3,RS,5
42007011008P8,RS,4
42007011010P2,RS,6
42007011015P4,RS,4
42007011027P2,RS,4
42007011016P0,RS,5
42007011031P0,RS,3
42007011007P1,RS,7
42007011023P7,RS,4
42008018034P5,RS,4
42008018009P0,RS,4
42008018010P9,RS,4
42008018005P5,RS,4
42008018001P0,RS,5
42008018007P8,RS,5
42008018037P4,RS,3
42008018004P9,RS,4
42008018036P8,RS,3
42008018003P2,RS,4
42008018006P1,RS,6
42008018011P5,RS,4
42008018014P4,RS,3
42008018015P0,RS,5
42008018035P1,RS,3
42008018013P8,RS,3
42008018016P7,RS,4
42008018008P4,RS,5
42009014001P6,RS,4
42009014004P5,RS,5
42009014012P8,RS,4
42009014002P2,RS,5
42009014013P4,RS,3
42009014014P0,RS,4
42009014009P7,RS,4
42009014003P9,RS,4
42009014015P7,RS,3
42009014007P4,RS,5
42009014006P8,RS,5
42009014005P1,RS,5
42009014008P0,RS,3
42009014010P5,RS,4
42009014011P1,RS,4
42010012004P0,RS,3
42010012006P2,RS,5
42010012008P5,RS,4
42010012007P9,RS,3
42010012003P3,RS,4
42010012001P0,RS,4
42014018001P6,RS,5
42014018004P5,RS,4
42014018003P9,RS,5
42014018002P2,RS,5
42014018170P2,RS,4
42014018171P9,RS,3
42015014014P7,RS,3
42015014006P4,RS,5
42015014015P3,RS,3
42015014011P8,RS,3
42015014013P0,RS,3
42015014008P7,RS,4
42015014009P3,RS,4
42015014012P4,RS,4
42015014004P1,RS,3
42015014002P9,RS,4
42015014010P1,RS,5
42016010002P5,RS,4
42016010001P9,RS,5
42018013002P8,RS,5
42018013003P4,RS,4
42019010005P7,RS,5
42019010015P2,RS,3
42019010013P0,RS,4
42019010009P2,RS,4
42019010001P1,RS,5
42020018007P0,RS,4
42020018004P1,RS,4
42020018001P2,RS,6
42020018009P3,RS,4
42020018006P4,RS,5
42020018005P8,RS,5
42020018002P9,RS,5
42020018003P5,RS,4
42020018008P7,RS,4
42021014005P4,RS,4
42021014006P0,RS,5
42021014003P1,RS,5
42021014004P8,RS,4
42021014001P9,RS,5
42023017002P8,RS,4
42023017001P1,RS,4
42024013003P0,RS,5
42024013002P4,RS,5
42024013005P3,RS,3
42024013004P7,RS,4
42024013001P8,RS,4
42033012075P7,RS,3
42033012001P3,RS,4
42033012002P0,RS,4
42037018003P1,RS,4
42037018002P5,RS,4
42037018001P9,RS,3
42039010006P3,RS,4
42039010001P1,RS,4
42039010004P0,RS,4
42039010003P4,RS,4
42039010005P7,RS,3
42039010002P8,RS,5
42041015006P4,RS,5
42041015012P4,RS,3
42041015004P1,RS,5
42041015001P2,RS,6
42041015011P8,RS,3
42041015007P0,RS,5
42041015003P5,RS,5
42041015010P1,RS,4
42041015009P3,RS,3
42043018003P8,RS,3
42044014003P4,RS,A
42044014002P8,RS,4
42044014001P1,RS,4
42045010003P0,RS,3
42045010004P7,RS,3
42045010002P4,RS,4
42045010001P8,RS,3
42046017012P6,RS,4
42046017016P1,RS,3
42046017007P2,RS,4
42046017008P9,RS,4
42046017002P0,RS,5
42046017009P5,RS,3
42046017014P9,RS,4
42046017005P0,RS,4
42046017018P4,RS,3
42046017003P7,RS,4
42046017011P0,RS,4
42046017006P6,RS,4
42046017017P8,RS,3
42046017013P2,RS,3
42046017015P5,RS,4
42046017004P3,RS,4
42046017010P3,RS,4
42051010007P2,RS,A
42051010001P4,RS,4
42051010005P0,RS,4
42051010003P7,RS,4
42051010006P6,RS,4
42051010002P0,RS,4
42051010004P3,RS,3
42057019001P2,RS,4
42070007001P6,SC,4
42070007002P2,SC,4
43001009001P2,RS,4
43002005001P9,RS,4
43043003001P2,RS,4
43028004001P0,RS,3
50001019037P2,MT,3
50001019173P3,MT,3
50001019018P8,MT,3
50001019015P9,MT,4
50001019027P7,MT,4
50001019175P6,MT,3
50001019024P8,MT,4
50001019012P0,MT,4
50001019101P2,MT,3
50001019034P3,MT,3
50001019172P7,MT,3
50001019011P3,MT,3
50001019176P2,MT,A
50001019010P7,MT,4
50001019023P1,MT,4
50001019003P0,MT,5
50001019009P9,MT,5
50001019174P0,MT,3
50001019033P7,MT,4
50001019001P8,MT,5
50001019007P6,MT,4
50001019002P4,MT,5
50001019171P0,MT,3
50001019039P5,MT,4
50001019026P0,MT,4
50001019005P3,MT,4
50001019032P0,MT,3
50001019030P8,MT,3
50001019013P6,MT,4
50001019029P0,MT,3
50001019038P9,MT,4
50001019006P0,MT,4
50001019035P0,MT,3
50001019025P4,MT,4
50001019177P9,MT,A
50001019008P2,MT,5
50001019019P4,MT,4
50001019016P5,MT,4
50001019036P6,MT,3
50001019020P2,MT,5
50001019102P9,MT,4
50001019014P2,MT,4
50001019031P4,MT,4
50001019017P1,MT,5
50002015006P6,MT,4
50002015101P9,MT,4
50002015007P2,MT,4
50002015157P4,MT,3
50002015004P3,MT,4
50002015005P0,MT,4
50002015001P4,MT,4
50002015102P5,MT,4
50002015156P8,MT,4
50002015002P0,MT,5
50002015008P9,MT,4
50002015003P7,MT,4
50005014002P0,MT,3
50005014001P3,MT,3
50008013001P2,MT,4
50008013004P1,MT,4
50008013006P4,MT,4
50008013005P8,MT,3
50008013003P5,MT,4
50008013002P9,MT,4
50014013001P9,MT,3
51001012039P8,MS,3
51001012038P1,MS,3
51001012022P8,MS,4
51001012023P4,MS,4
51001012176P5,MS,3
51001012020P5,MS,4
51001012037P5,MS,4
51001012031P7,MS,4
51001012170P7,MS,4
51001012178P8,MS,3
51001012010P0,MS,5
51001012179P4,MS,3
51001012025P7,MS,4
51001012021P1,MS,5
51001012029P2,MS,4
51001012040P6,MS,4
51001012101P5,MS,4
51001012018P0,MS,4
51001012011P6,MS,5
51001012035P2,MS,4
51001012012P2,MS,4
51001012032P3,MS,4
51001012024P0,MS,6
51001012171P3,MS,4
51001012027P0,MS,4
51001012007P9,MS,5
51001012005P6,MS,6
51001012026P3,MS,4
51001012034P6,MS,4
51001012177P1,MS,4
51001012175P9,MS,3
51001012030P0,MS,4
51001012019P7,MS,5
51001012173P6,MS,3
51001012001P0,MS,4
51001012013P9,MS,4
51001012174P2,MS,3
51001012036P9,MS,3
51001012180P2,MS,3
51001012028P6,MS,4
51002019006P9,MS,5
51002019005P2,MS,5
51002019004P6,MS,4
51002019003P0,MS,5
51002019002P3,MS,5
51003015002P0,MS,4
51003015003P6,MS,3
51003015004P2,MS,4
51003015001P3,MS,4
51004011009P0,MS,4
51004011006P1,MS,4
51004011010P9,MS,3
51004011001P0,MS,4
51004011004P9,MS,3
51004011002P6,MS,5
51004011003P2,MS,3
51004011070P1,MS,4
51004011007P8,MS,3
51004011005P5,MS,3
51005018014P0,MS,3
51005018006P8,MS,4
51005018012P8,MS,4
51005018003P9,MS,4
51005018170P2,MS,4
51005018011P1,MS,4
51005018004P5,MS,5
51005018175P4,MS,A
51005018002P2,MS,4
51005018010P5,MS,4
51005018174P8,MS,3
51005018005P1,MS,5
51005018173P1,MS,3
51005018171P9,MS,3
51005018101P0,MS,3
51005018015P7,MS,4
51005018009P7,MS,4
51005018013P4,MS,4
51005018001P6,MS,5
51005018008P0,MS,4
51005018007P4,MS,4
51020009001P2,MT,3
52001016027P2,GO,4
52001016057P9,GO,4
52001016107P6,GO,4
52001016041P5,GO,4
52001016043P8,GO,5
52001016068P0,GO,4
52001016034P9,GO,4
52001016014P8,GO,5
52001016019P0,GO,6
52001016002P0,GO,6
52001016051P0,GO,4
52001016029P5,GO,4
53001010100P8,GO,4
52001016064P5,GO,4
52001016006P5,GO,5
52001016058P5,GO,4
52001016069P7,GO,3
52001016023P7,GO,5
52001016005P9,GO,5
52001016018P3,GO,4
52001016039P0,GO,4
52001016060P0,GO,4
52001016025P0,GO,5
52001016011P9,GO,5
52001016037P8,GO,4
52001016048P0,GO,4
52001016001P3,GO,5
52001016036P1,GO,4
52001016012P5,GO,6
52001016109P9,GO,3
52001016032P6,GO,4
52001016053P3,GO,5
52001016047P3,GO,5
52001016108P2,GO,3
52001016003P6,GO,6
52001016065P1,GO,4
52001016031P0,GO,4
52001016007P1,GO,5
52001016026P6,GO,7
52001016062P2,GO,4
52001016071P1,GO,3
52001016009P4,GO,6
52001016070P5,GO,4
52001016101P8,GO,3
52001016056P2,GO,4
52001016046P7,GO,4
52001016110P7,GO,3
52001016004P2,GO,6
52001016055P6,GO,4
52001016113P6,GO,A
52001016072P8,GO,3
52001016102P4,GO,3
52001016024P3,GO,4
52001016104P7,GO,4
52001016020P8,GO,4
52001016044P4,GO,4
52001016022P0,GO,6
52002012001P0,GO,4
52002012016P7,GO,3
52002012013P8,GO,4
52002012007P8,GO,4
52002012004P9,GO,4
52002012008P4,GO,4
52002012010P9,GO,4
52002012011P5,GO,3
52002012006P1,GO,5
52002012002P6,GO,5
52002012015P0,GO,3
52004015002P9,GO,A
52004015001P2,GO,4
52005011004P8,GO,A
52005011002P5,GO,4
52005011001P9,GO,2
52005011003P1,GO,A
52006018004P4,GO,4
52006018003P8,GO,3
52006018002P1,GO,3
52006018001P5,GO,4
52010015101P3,GO,4
52010015105P9,GO,4
52010015104P2,GO,4
52010015003P1,GO,5
52010015002P5,GO,3
52010015108P8,GO,3
52010015107P1,GO,4
52010015102P0,GO,4
52010015106P5,GO,4
52010015103P6,GO,4
52010015005P4,GO,4
52010015004P8,GO,5
52012018009P2,GO,4
52012018001P1,GO,3
52012018004P0,GO,4
52012018014P6,GO,3
52012018013P0,GO,3
52012018173P7,GO,A
52012018003P4,GO,4
52012018010P0,GO,3
52012018174P3,GO,3
52012018005P7,GO,5
52012018006P3,GO,4
52012018011P7,GO,4
52012018007P0,GO,4
52012018012P3,GO,3
52012018008P6,GO,4
52012018002P8,GO,4
52016013003P0,GO,3
52016013001P7,GO,3
52016013002P3,GO,3
52045005001P0,GO,3
52059006007P6,GO,3
52059006002P4,GO,4
52059006009P9,GO,3
52059006004P7,GO,3
52059006008P2,GO,3
52059006003P0,GO,3
52059006010P7,GO,4
52059006001P8,GO,4
51005018172P5,GO,4
52059006005P3,GO,4
52059006006P0,GO,4
52060004002P9,GO,4
52060004003P5,GO,4
52060004006P4,GO,3
52060004001P2,GO,3
52060004005P8,GO,4
52060004004P1,GO,4
53001010003P2,DF,7
53001010078P2,DF,4
53001010093P1,DF,4
53001010106P6,DF,5
53001010057P5,DF,4
53001010021P0,DF,5
53001010084P2,DF,3
53001010053P0,DF,5
53001010096P0,DF,4
53001010009P0,DF,7
53001010086P5,DF,3
53001010115P5,DF,A
53001010049P2,DF,5
53001010089P4,DF,4
53001010101P4,DF,4
53001010052P3,DF,4
53001010063P5,DF,4
53001010067P0,DF,6
53001010019P6,DF,5
53001010025P6,DF,6
53001010110P3,DF,4
53001010001P0,DF,5
53001010108P9,DF,4
53001010048P6,DF,5
53001010006P1,DF,7
53001010111P0,DF,3
53001010015P0,DF,5
53001010109P5,DF,5
53001010042P8,DF,5
53001010005P5,DF,6
53001010029P1,DF,4
53001010062P9,DF,5
53001010113P2,DF,3
53001010031P6,DF,6
53001010023P3,DF,5
53001010105P0,DF,5
53001010043P4,DF,5
53001010066P4,DF,5
53001010035P1,DF,6
53001010032P2,DF,6
53001010012P1,DF,6
53001010114P9,DF,A
53001010058P1,DF,4
53001010095P4,DF,5
53001010051P7,DF,5
53001010036P8,DF,5
53001010022P7,DF,5
53001010091P9,DF,4
53001010010P9,DF,7
53001010081P3,DF,3
53001010090P2,DF,4
53001010017P3,DF,7
53001010099P0,DF,4
53001010002P6,DF,5
53001010085P9,DF,5
53001010070P1,DF,4
53001010075P3,DF,4
53001010030P0,DF,3
53001010094P8,DF,4
53001010040P5,DF,5
53001010065P8,DF,6
53001010008P4,DF,6
53001010044P0,DF,7
53001010054P6,DF,5
53001010102P0,DF,3
53001010055P2,DF,4
53001010018P0,DF,5
53001010074P7,DF,4
53001010026P2,DF,7
53001010045P7,DF,5
53001010087P1,DF,3
53001010068P7,DF,4
53001010083P6,DF,3
53001010016P7,DF,5
53001010047P0,DF,5
53001010046P3,DF,4
53001010011P5,DF,5
53001010082P0,DF,4
53001010076P0,DF,5
53001010098P3,DF,4
53001010080P7,DF,5
53001010064P1,DF,5
53001010112P6,DF,4
53001010007P8,DF,6
53001010059P8,DF,3
53001010071P8,DF,4
53001010103P7,DF,5
53001010088P8,DF,5
53001010041P1,DF,3
53001010092P5,DF,4
53001010107P2,DF,3
53003012004P8,DF,6
53003012013P7,DF,3
53003012010P8,DF,4
53003012007P7,DF,5
53003012002P5,DF,5
53003012005P4,DF,7
53003012008P3,DF,5
53003012009P0,DF,4
53003012006P0,DF,4
53003012001P9,DF,4
53005015003P4,DF,3
53005015001P1,DF,5
53005015002P8,DF,4
53012011001P4,DF,4
53013018002P7,DF,3
53013018003P3,DF,A
53013018001P0,DF,3
53019016003P1,DF,3
53019016001P9,DF,5
53019016002P5,DF,4
53019016004P8,DF,3
53022017001P6,DF,4
53023013002P9,DF,3
53023013001P2,DF,3
53029011002P7,DF,3
53032012001P8,DF,4
53037014001P0,DF,5
53044002001P7,DF,4
53045009001P3,DF,3
53062000001P8,DF,A
53062000002P4,DF,A
53069005001P2,DF,3
